neighborhood_name_ams,neighborhood_id_ams,year,incident_prio
Bedrijventerrein Hamerstraat,72a,2010,1.26666666667
Rembrandtpleinbuurt,03e,2010,1.31034482759
Gouden Bocht,03b,2010,1.69230769231
Park Haagseweg,88b,2010,2.5
Wittenburg,09c,2010,1.53333333333
Hercules Seghersbuurt,24d,2010,1.40540540541
Gein Zuidwest,97b,2010,1.38461538462
Leidsebuurt Noordwest,07a,2010,1.4
Amstelkwartier Zuid,58i,2010,1.66666666667
Duivelseiland,47j,2010,1.55555555556
Paramariboplein e.o.,43a,2010,1.27272727273
Bedrijventerrein Nieuwendammerdijk,72c,2010,1.0
Orteliusbuurt Noord,41c,2010,1.57142857143
Cornelis Troostbuurt,25d,2010,1.3023255814
Museumplein,47h,2010,1.42857142857
Buurt 4 Oost,77c,2010,1.2
Tuindorp Amstelstation,55f,2010,1.14285714286
Zuiderkerkbuurt,04h,2010,1.4347826087
Westhaven Zuid,10h,2010,1.25
Buitenveldert Zuidoost,91c,2010,1.59523809524
Frans Halsbuurt,24c,2010,1.35135135135
Van Tuyllbuurt,48f,2010,1.36585365854
Parooldriehoek,27c,2010,1.0
Oostenburg,09d,2010,1.53571428571
Marnixbuurt Zuid,06j,2010,1.55555555556
Zuidas Zuid,23d,2010,1.24
Weesperzijde Midden/Zuid,27b,2010,2.10714285714
Oostelijke Handelskade,33a,2010,1.2
Weteringbuurt,07e,2010,1.55
Park de Meer,56f,2010,1.375
Buitenveldert West Midden,90i,2010,1.42857142857
Leidsebuurt Zuidwest,07b,2010,1.32258064516
BG-terrein e.o.,00e,2010,1.37931034483
Vivaldi,23e,2010,1.33333333333
Buikslotermeer Noord,69m,2010,1.61764705882
Valeriusbuurt Oost,46a,2010,1.26086956522
Marathonbuurt Oost,48b,2010,1.31578947368
Aalsmeerwegbuurt Oost,44d,2010,1.5
Hoge Dijk,92g,2010,1.33333333333
Marnixbuurt Midden,06f,2010,1.875
Bedrijventerrein Landlust,37a,2010,2.33333333333
Nieuwendijk Noord,01c,2010,1.41379310345
Afrikahaven,10g,2010,1.11111111111
Venserpolder West,93a,2010,1.47540983607
Osdorp Midden Zuid,82b,2010,1.51351351351
Van Loonbuurt,03c,2010,1.26086956522
Elandsgrachtbuurt,06g,2010,1.4
Meer en Oever,81b,2010,1.5
Buurt 7,78b,2010,1.21428571429
Andreasterrein,87b,2010,1.33333333333
Prinses Irenebuurt,59a,2010,1.65
Spuistraat Zuid,01f,2010,1.125
Westergasfabriek,13g,2010,1.30769230769
Steigereiland Zuid,35b,2010,1.7
Stationsplein e.o.,01a,2010,1.13333333333
Frederikspleinbuurt,07h,2010,1.44444444444
Zunderdorp,73h,2010,1.41176470588
Waterloopleinbuurt,04i,2010,1.84615384615
Buitenveldert Oost Midden,91b,2010,1.4
de Plantage,08d,2010,1.33333333333
Vondelparkbuurt Oost,22a,2010,1.5
Vondelparkbuurt Midden,22b,2010,1.375
Kantershof,94k,2010,1.23529411765
Begijnhofbuurt,01g,2010,1.04761904762
Gein Noordoost,97c,2010,1.125
Landelijk gebied Driemond,98b,2010,1.83333333333
P.C. Hooftbuurt,47b,2010,1.23529411765
Marathonbuurt West,48c,2010,1.275
Twiske West,66d,2010,1.0
Riekerhaven,87e,2010,1.18181818182
Gaasperdam Zuid,96e,2010,1.47619047619
Bellamybuurt Noord,18a,2010,1.32142857143
Durgerdam,73d,2010,1.83333333333
Calandlaan/Lelylaan,81d,2010,1.41666666667
Oosterpark,28b,2010,1.44444444444
Pieter van der Doesbuurt,40c,2010,1.4375
Westlandgrachtbuurt,44b,2010,1.31578947368
Baanakkerspark Noord,68a,2010,1.42857142857
Utrechtsebuurt Zuid,07g,2010,1.5
Amstel III deel A/B Zuid,92d,2010,1.375
VU-kwartier,23c,2010,1.13043478261
Amstel III deel A/B Noord,92b,2010,1.21212121212
Reigersbos Midden,96f,2010,1.53333333333
Holendrecht Oost,96c,2010,1.0
IJselbuurt Oost,53b,2010,1.40540540541
Frankendael,55e,2010,1.26666666667
Nelson Mandelapark,93k,2010,2.18918918919
Olympisch Stadion e.o.,48d,2010,1.58620689655
IJselbuurt West,53a,2010,1.47368421053
Steigereiland Noord,35a,2010,1.36363636364
Betondorp,57a,2010,1.25806451613
Het Funen,09f,2010,1.66666666667
Orteliusbuurt Zuid,42d,2010,1.5625
Rietlanden,33b,2010,1.62962962963
Oostpoort,29c,2010,1.5
Geuzenhofbuurt,40a,2010,1.47619047619
Ransdorp,73f,2010,2.0
Bedrijventerrein Sloterdijk I,36b,2010,1.23333333333
Alexanderplein e.o.,08e,2010,1.5
Gaasperplas,95c,2010,1.88888888889
Minervabuurt Noord,49d,2010,1.58333333333
Banpleinbuurt,47e,2010,1.125
Bedrijvengebied Cruquiusweg,33j,2010,1.0
Rijnbuurt Oost,54b,2010,1.16666666667
Zaagpoortbuurt,06e,2010,1.375
K-buurt Zuidoost,94g,2010,1.83333333333
Sarphatistrook,08b,2010,1.34146341463
Belgiëplein e.o.,88g,2010,1.55555555556
Kazernebuurt,09h,2010,1.8
Zuiderhof,90j,2010,1.5
Sloterdijk III West,11d,2010,1.25
Gaasperpark,95b,2010,1.42857142857
Oosterdokseiland,04a,2010,1.13333333333
Noordwestkwadrant Indische buurt Zuid,31b,2010,1.67857142857
Wielingenbuurt,52a,2010,1.26086956522
Ookmeer,80a,2010,1.75
Amstel III deel C/D Zuid,92e,2010,1.66666666667
Entrepot-Noordwest,33g,2010,1.5
Spuistraat Noord,01d,2010,1.5
Rembrandtpark Zuid,86d,2010,1.57142857143
Ecowijk,15a,2010,1.66666666667
Groenmarktkadebuurt,06i,2010,1.92857142857
Nieuwmarkt,04e,2010,1.54838709677
Schinkelbuurt Noord,45a,2010,1.46153846154
Flevopark,32d,2010,1.8
Laan van Spartaan,39b,2010,1.33333333333
Loenermark,69c,2010,1.72727272727
Hakfort/Huigenbos,93h,2010,1.45
Markthallen,15b,2010,1.0
Westhaven Noord,10d,2010,1.13793103448
Teleport,11f,2010,1.46666666667
Hiltonbuurt,49c,2010,1.44444444444
Buiksloterham,71g,2010,1.06666666667
Grunder/Koningshoef,94i,2010,1.78571428571
Koningin Wilhelminaplein,87a,2010,1.73076923077
Vogelbuurt Noord,61c,2010,1.13333333333
Coenhaven/Mercuriushaven,10a,2010,1.22727272727
Markengouw Zuid,68e,2010,1.5
Lastage,04d,2010,1.63636363636
Beethovenbuurt,49b,2010,1.22727272727
Postjeskade e.o.,43b,2010,1.30952380952
Noorderstrook West,73i,2010,1.125
Bijlmermuseum Zuid,94n,2010,2.20930232558
Van der Kunbuurt,55i,2010,1.26315789474
Amstelkwartier West,58j,2010,1.36363636364
Haarlemmerbuurt Oost,05b,2010,1.21428571429
Dorp Driemond,98a,2010,1.77777777778
AMC,92f,2010,1.06666666667
Cornelis Douwesterrein,71e,2010,1.69696969697
Gein Zuidoost,97d,2010,1.20833333333
Holysloot,73g,2010,1.44444444444
Mercatorpark,41d,2010,1.375
Bedrijvencentrum Westerkwartier,15c,2010,1.4
Kelbergen,94e,2010,1.1
RAI,23b,2010,1.5
Hemelrijk,01b,2010,1.52631578947
Minervabuurt Zuid,49f,2010,1.58333333333
Sloterdijk II,11a,2010,1.23529411765
Emanuel van Meterenbuurt,85b,2010,1.28
Vliegenbos,61d,2010,1.2
De Wittenbuurt Noord,14a,2010,1.3125
Schellingwoude Noord,73c,2010,1.25
Nieuwe Oosterbegraafplaats,57b,2010,1.2
Reguliersbuurt,03f,2010,1.625
Kolenkitbuurt Zuid,39c,2010,1.29411764706
Osdorper Binnenpolder,79a,2010,1.25
Van Brakelkwartier,75d,2010,1.36363636364
Werengouw Zuid,68f,2010,1.72727272727
Landlust Noord,37g,2010,1.4
Valeriusbuurt West,46b,2010,1.44444444444
De Heining,11e,2010,1.0
Leidsebuurt Noordoost,07c,2010,1.05555555556
Tuindorp Nieuwendam West,62a,2010,1.25
Noorderstrook Oost,73j,2010,1.0
Hoptille,93f,2010,1.6
RI Oost terrein,34f,2010,1.0
Langestraat e.o.,02a,2010,1.375
Harmoniehofbuurt,47g,2010,1.375
Bedrijvenpark Lutkemeer,80c,2010,1.33333333333
De Wester Quartier,75c,2010,1.53846153846
Robert Scottbuurt West,39a,2010,1.55555555556
De Wittenbuurt Zuid,14b,2010,1.57142857143
Amstelpark,91d,2010,1.66666666667
Houthavens West,12a,2010,1.41176470588
Diepenbrockbuurt,49a,2010,1.2
Circus/Kermisbuurt,66g,2010,1.16666666667
Twiske Oost,67b,2010,1.25
K-buurt Zuidwest,94h,2010,1.84615384615
De Bongerd,65d,2010,1.5
Amstel III deel C/D Noord,92c,2010,1.36363636364
Papaverweg e.o.,71c,2010,1.22222222222
Rode Kruisbuurt,69a,2010,1.0
Nieuwe Diep/Diemerpark,34e,2010,1.66666666667
Spaarndammerbuurt Midden,13e,2010,1.25
Kattenburg,09b,2010,1.22222222222
Sloterdijk III Oost,11c,2010,1.25
Bedrijvencentrum Osdorp,83b,2010,1.0
Tuindorp Oostzaan West,65a,2010,1.4
Baanakkerspark Zuid,68b,2010,1.5
Zeeburgereiland Zuidwest,34d,2010,1.5
Dorp Sloten,88j,2010,1.35714285714
Bretten West,11j,2010,1.0
Bedrijventerrein Schinkel,44f,2010,1.5
Johan Jongkindbuurt,86e,2010,1.33333333333
Anjeliersbuurt Zuid,06l,2010,1.44444444444
Huntum,93i,2010,1.0
Vondelpark Oost,47i,2010,1.21428571429
Vervoerscentrum,10e,2010,1.0
Schellingwoude Oost,73b,2010,1.42857142857
Riekerpolder,88a,2010,1.07692307692
Zeeburgerdijk Oost,32c,2010,1.5
Vondelpark West,46d,2010,2.0
Noorder IJplas,66e,2010,1.5
Planciusbuurt Noord,05f,2010,1.0
Alfa-driehoek,10b,2010,1.0
Zeeburgereiland Noordoost,34g,2010,1.0
Vogeltjeswei,93j,2010,1.0
Science Park Noord,56h,2010,1.63157894737
Overamstel,58f,2010,1.33333333333
Science Park Zuid,56i,2010,1.0
Sportpark Middenmeer Zuid,56d,2010,1.44444444444
Marine-Etablissement,09a,2010,1.28571428571
Marjoleinterrein,70f,2010,1.2
Sloterpark,77e,2010,1.55555555556
Kop Zuidas,52h,2010,1.0
Houthavens Oost,12b,2010,1.0
Drieburg,57c,2010,1.0
Gooise Kant,94l,2010,2.0
Petroleumhaven,10c,2010,1.0
Amsterdamse Bos,90e,2010,1.5
Sloterweg e.o.,88d,2010,1.25
Buiksloterbreek,70e,2010,2.0
Beatrixpark,59b,2010,2.0
De Klenckebuurt,91a,2010,1.6
Schellingwoude West,73a,2010,3.0
Leidsegracht Noord,02d,2010,1.25
Eendrachtspark,78e,2010,1.0
Nieuwendammerdijk West,64c,2010,1.2
Zamenhofstraat e.o.,72b,2010,2.0
Nieuwendammerdijk Zuid,64e,2010,1.0
Buiksloterdijk Oost,64b,2010,1.0
Planciusbuurt Zuid,05g,2010,1.0
Bedrijvengebied Zeeburgerkade,33k,2010,1.66666666667
Zeeburgereiland Zuidoost,34c,2010,2.0
Zeeburgereiland Noordwest,34a,2010,
Schipluidenbuurt,87f,2010,1.0
Buiksloterdijk West,64a,2010,2.0
Rapenburg,04c,2011,1.44
Buurt 4 Oost,77c,2011,1.35483870968
Bedrijvengebied Veelaan,33i,2011,1.33333333333
Lucas/Andreasziekenhuis e.o.,86f,2011,1.55
Werengouw Zuid,68f,2011,1.5
Vondelparkbuurt West,21b,2011,1.0
Buurt 8,78c,2011,1.35849056604
Tuindorp Oostzaan West,65a,2011,1.41666666667
Rode Kruisbuurt,69a,2011,1.09090909091
Zuidwestkwadrant Osdorp Zuid,82d,2011,1.30769230769
Blauwe Zand,63a,2011,1.2
Banne Zuidwest,70a,2011,1.26666666667
Buurt 9,78d,2011,1.26666666667
Haveneiland Zuidwest/Rieteiland West,35c,2011,1.1
Bosleeuw,37c,2011,1.23943661972
Transvaalbuurt Oost,30b,2011,1.22916666667
Borgerbuurt,19b,2011,1.65714285714
Nieuwe Kerk e.o.,01e,2011,1.37142857143
Oostoever Sloterplas,85a,2011,1.34782608696
Noordoostkwadrant Indische buurt,32a,2011,1.46875
Gein Zuidwest,97b,2011,1.42857142857
Wildeman,81a,2011,1.31481481481
Diamantbuurt,26a,2011,1.2
De Punt,83a,2011,1.41025641026
Burgemeester Tellegenbuurt West,26c,2011,1.38888888889
Don Bosco,55d,2011,1.27272727273
IJselbuurt Oost,53b,2011,1.2
Osdorp Midden Noord,82a,2011,1.48717948718
Rijnbuurt Midden,54c,2011,1.38461538462
Rembrandtpark Noord,86c,2011,1.5
Buitenveldert Zuidwest,90d,2011,1.48571428571
Kadoelen,67a,2011,1.57142857143
Venserpolder West,93a,2011,1.35714285714
Oostenburg,09d,2011,1.28571428571
Van der Pekbuurt,60a,2011,1.275
De Wetbuurt,55g,2011,1.46666666667
Westlandgrachtbuurt,44b,2011,1.27272727273
Hiltonbuurt,49c,2011,1.0
Loenermark,69c,2011,1.5
Houthavens West,12a,2011,1.4
Duivelseiland,47j,2011,1.55555555556
Slotermeer Zuid,77a,2011,1.44827586207
de Plantage,08d,2011,1.47058823529
Haveneiland Oost,51b,2011,1.35416666667
Tuindorp Nieuwendam Oost,62b,2011,1.36842105263
John Franklinbuurt,41a,2011,1.61290322581
Middenmeer Noord,56b,2011,1.23076923077
Buurt 3,76a,2011,1.25
Kolenkitbuurt Zuid,39c,2011,1.15384615385
Buurt 5 Noord,77d,2011,1.28205128205
Jacob Geelbuurt,85c,2011,1.35135135135
Zuidwestkwadrant Indische buurt,31c,2011,1.18181818182
Emanuel van Meterenbuurt,85b,2011,1.33333333333
Nieuw Sloten Noordwest,88e,2011,1.42857142857
Overtoomse Veld Noord,86a,2011,1.38333333333
Helmersbuurt Oost,20a,2011,1.25
Gaasperplas,95c,2011,1.63636363636
IJplein e.o.,61a,2011,1.53846153846
Middelveldsche Akerpolder,84a,2011,1.35294117647
Reigersbos Noord,96b,2011,1.34285714286
Osdorp Zuidoost,81e,2011,1.29166666667
Twiske Oost,67b,2011,1.63636363636
Columbusplein e.o.,42b,2011,1.33333333333
G-buurt West,94b,2011,1.25
Robert Scottbuurt West,39a,2011,1.44444444444
Johannnes Vermeerbuurt,47a,2011,2.21428571429
Molenwijk,66f,2011,1.575
Meer en Oever,81b,2011,1.75757575758
Overtoomse Veld Zuid,86b,2011,1.28260869565
Fannius Scholtenbuurt,14d,2011,1.4
Bloemenbuurt Noord,60c,2011,1.34375
Dapperbuurt Zuid,29b,2011,1.25490196078
Surinamepleinbuurt,44a,2011,1.11111111111
De Aker Oost,84c,2011,1.33333333333
Buurt 2,76b,2011,1.4358974359
Parooldriehoek,27c,2011,1.1
Gelderlandpleinbuurt,90a,2011,1.30769230769
Haveneiland Noord,51c,2011,1.30434782609
Gibraltarbuurt,37f,2011,1.33333333333
Marathonbuurt West,48c,2011,1.25
Nieuwe Meer,88c,2011,1.0625
Buurt 5 Zuid,77f,2011,1.36111111111
Osdorper Binnenpolder,79a,2011,1.33333333333
Haveneiland Noordoost,35f,2011,1.28571428571
Markengouw Midden,68d,2011,1.51111111111
Venserpolder Oost,93b,2011,1.2962962963
Scheldebuurt Oost,52d,2011,1.31818181818
Werengouw Midden,68c,2011,1.33333333333
Gaasperdam Zuid,96e,2011,1.41176470588
Nieuw Sloten Noordoost,88f,2011,1.33333333333
Buitenveldert Zuidoost,91c,2011,1.38235294118
Osdorpplein e.o.,81c,2011,1.265625
Scheldebuurt West,52b,2011,1.38888888889
Kazernebuurt,09h,2011,1.64285714286
Lizzy Ansinghbuurt,25c,2011,1.33333333333
Weespertrekvaart,58b,2011,1.02868852459
Leidsebuurt Noordoost,07c,2011,1.2380952381
Buitenveldert Oost Midden,91b,2011,1.61538461538
Louis Chrispijnbuurt,89a,2011,1.4
Olympisch Stadion e.o.,48d,2011,1.7
Betondorp,57a,2011,1.58064516129
Sportpark Middenmeer Noord,56e,2011,1.0
Spuistraat Zuid,01f,2011,1.26315789474
Robert Scottbuurt Oost,38d,2011,1.15384615385
Vogelbuurt Zuid,61b,2011,1.38888888889
Het Funen,09f,2011,1.16666666667
Landlust Noord,37g,2011,1.41176470588
Oosterdokseiland,04a,2011,1.47368421053
Papaverweg e.o.,71c,2011,1.14285714286
Park Haagseweg,88b,2011,1.4
Schinkelbuurt Zuid,45b,2011,1.06451612903
Koningin Wilhelminaplein,87a,2011,1.57142857143
Frederik Hendrikbuurt Noord,16a,2011,1.27906976744
Walvisbuurt,66c,2011,1.07142857143
Medisch Centrum Slotervaart,89d,2011,1.14814814815
Marine-Etablissement,09a,2011,1.14285714286
Sarphatiparkbuurt,24e,2011,1.32203389831
Bedrijventerrein Schinkel,44f,2011,1.4375
Buitenveldert Midden Zuid,90c,2011,1.2
Haveneiland Noordwest,35e,2011,1.21739130435
Begijnhofbuurt,01g,2011,1.54545454545
Oostelijke Handelskade,33a,2011,1.38461538462
Middenmeer Zuid,56c,2011,1.17857142857
Hoptille,93f,2011,1.72727272727
Burgemeester Tellegenbuurt Oost,26b,2011,1.35135135135
Zaagpoortbuurt,06e,2011,1.5
Marathonbuurt Oost,48b,2011,1.35
IJselbuurt West,53a,2011,1.58333333333
Noordwestkwadrant Indische buurt Zuid,31b,2011,1.32
Oosterparkbuurt Zuidwest,28d,2011,1.53846153846
Reigersbos Zuid,96g,2011,1.33333333333
Staalmanbuurt,89c,2011,1.53703703704
Balboaplein e.o.,42a,2011,1.34285714286
Bedrijventerrein Sloterdijk I,36b,2011,1.44
Van Loonbuurt,03c,2011,1.11764705882
Frans Halsbuurt,24c,2011,1.33333333333
Elandsgrachtbuurt,06g,2011,1.3
Czaar Peterbuurt,09e,2011,1.21428571429
Hoge Dijk,92g,2011,1.01724137931
Frederik Hendrikbuurt Zuidwest,16c,2011,1.0
Waterloopleinbuurt,04i,2011,1.48
Buurt 10,79b,2011,1.5
Pieter van der Doesbuurt,40c,2011,1.45454545455
Oude Kerk e.o.,00b,2011,1.2641509434
Hercules Seghersbuurt,24d,2011,1.31034482759
Rembrandtpark Zuid,86d,2011,1.2
Holendrecht West,96a,2011,1.22222222222
Kortenaerkwartier,75a,2011,1.33333333333
WG-terrein,20b,2011,1.3
Schellingwoude Oost,73b,2011,1.44444444444
Dapperbuurt Noord,29a,2011,1.59649122807
Bloemenbuurt Zuid,60b,2011,1.23333333333
Da Costabuurt Zuid,19a,2011,1.21428571429
Sloterpark,77e,2011,1.0
Valkenburg,04g,2011,2.51612903226
Vondelparkbuurt Oost,22a,2011,1.2
Cornelis Douwesterrein,71e,2011,1.625
Tuindorp Oostzaan Oost,65b,2011,1.41379310345
Cornelis Schuytbuurt,47d,2011,1.44444444444
Wielingenbuurt,52a,2011,1.45161290323
Haarlemmerbuurt Oost,05b,2011,1.18181818182
Spaarndammerbuurt Noordoost,13b,2011,1.40909090909
Overbraker Binnenpolder,13h,2011,1.0
Aalsmeerwegbuurt West,44c,2011,1.52941176471
Aalsmeerwegbuurt Oost,44d,2011,1.38888888889
Lootsbuurt,19c,2011,1.41379310345
Kop Zeedijk,00a,2011,1.26086956522
Buurt 6,78a,2011,1.33333333333
De Wittenbuurt Noord,14a,2011,1.41176470588
Transvaalbuurt West,30a,2011,1.41860465116
Ookmeer,80a,2011,1.8125
Banne Zuidoost,70b,2011,1.45945945946
Gein Zuidoost,97d,2011,1.19230769231
Museumplein,47h,2011,1.23529411765
Cornelis Troostbuurt,25d,2011,1.23333333333
Cremerbuurt Oost,20c,2011,1.35714285714
Spaarndammerbuurt Noordwest,13f,2011,1.16666666667
Amsterdamse Bos,90e,2011,1.25
Rietlanden,33b,2011,1.66666666667
Oosterpark,28b,2011,1.375
L-buurt,95a,2011,1.58823529412
Plan van Gool,69k,2011,1.82608695652
Beethovenbuurt,49b,2011,1.28571428571
Veluwebuurt,52g,2011,1.35294117647
Landlust Zuid,37d,2011,1.24444444444
Jacques Veldmanbuurt,89b,2011,1.33333333333
Delflandpleinbuurt Oost,87c,2011,1.63461538462
Spaarndammerbuurt Zuidwest,13d,2011,1.64705882353
Amstelveldbuurt,03d,2011,1.35714285714
Circus/Kermisbuurt,66g,2011,1.42857142857
Noordwestkwadrant Indische buurt Noord,31a,2011,1.33333333333
Linnaeusparkbuurt,56a,2011,1.26666666667
Reigersbos Midden,96f,2011,1.77777777778
Julianapark,55c,2011,1.19047619048
Architectenbuurt,33h,2011,1.28571428571
Zuidas Noord,23a,2011,1.15789473684
Marnixbuurt Noord,06d,2011,1.45833333333
Buikslotermeerplein,69j,2011,1.34
BG-terrein e.o.,00e,2011,1.175
Westhaven Noord,10d,2011,1.0
Banne Noordwest,70c,2011,1.61538461538
Concertgebouwbuurt,47c,2011,1.42105263158
Zunderdorp,73h,2011,1.33333333333
Noordoever Sloterplas,77b,2011,1.48571428571
Geuzenhofbuurt,40a,2011,1.33333333333
Erasmusparkbuurt West,38c,2011,1.44444444444
Van der Kunbuurt,55i,2011,1.0
Groenmarktkadebuurt,06i,2011,1.66666666667
Zuiderkerkbuurt,04h,2011,1.2
Spiegelbuurt,03a,2011,1.27272727273
Valeriusbuurt Oost,46a,2011,1.25
Overhoeks,71h,2011,1.5
Cremerbuurt West,21a,2011,1.18367346939
Frankendael,55e,2011,1.2
Wittenburg,09c,2011,1.4375
Kromme Mijdrechtbuurt,54a,2011,1.28571428571
Weesperbuurt,08a,2011,1.31147540984
Amstelkwartier Zuid,58i,2011,1.16666666667
Buitenveldert West Midden,90i,2011,1.375
Sloterweg e.o.,88d,2011,1.07692307692
Nieuw Sloten Zuidwest,88h,2011,1.2
F-buurt,93d,2011,1.625
Teleport,11f,2011,1.33333333333
Bellamybuurt Zuid,18b,2011,1.325
Oosterparkbuurt Noordwest,28a,2011,1.5
Minervabuurt Noord,49d,2011,1.375
Gerard Doubuurt,24b,2011,1.28888888889
Nieuwe Diep/Diemerpark,34e,2011,1.0
Ecowijk,15a,2011,1.33333333333
Kolenkitbuurt Noord,39d,2011,1.36842105263
Da Costabuurt Noord,17a,2011,1.29787234043
Orteliusbuurt Noord,41c,2011,1.47058823529
RAI,23b,2011,1.28571428571
Frederik Hendrikbuurt Zuidoost,16b,2011,1.28571428571
Zorgvlied,54e,2011,1.0
Westerdokseiland,05a,2011,1.62962962963
Stationsplein e.o.,01a,2011,1.15384615385
Coenhaven/Mercuriushaven,10a,2011,1.04347826087
Paramariboplein e.o.,43a,2011,1.5
Kortvoort,94d,2011,1.47619047619
Amsterdamse Poort,93e,2011,1.35416666667
De Heining,11e,2011,1.6
Hemelrijk,01b,2011,1.16666666667
IJsbaanpad e.o.,48e,2011,1.11111111111
Nieuw Sloten Zuidoost,88i,2011,1.46666666667
Zuidas Zuid,23d,2011,1.2962962963
Marnixbuurt Midden,06f,2011,3.73333333333
Bellamybuurt Noord,18a,2011,1.3
Jan Maijenbuurt,41b,2011,1.28125
Hoofdcentrum Zuidoost,92a,2011,1.44444444444
Anjeliersbuurt Noord,06k,2011,1.33333333333
Bretten Oost,11h,2011,1.0
Ransdorp,73f,2011,1.71428571429
Gaasperdam Noord,96d,2011,1.54545454545
K-buurt Midden,94f,2011,1.2380952381
D-buurt,93c,2011,1.88888888889
Minervabuurt Midden,49e,2011,1.65217391304
Kadijken,09i,2011,1.58823529412
Afrikahaven,10g,2011,1.04
Bijlmermuseum Zuid,94n,2011,2.0
Kalverdriehoek,01h,2011,1.25
Amerikahaven,10f,2011,1.17142857143
Hakfort/Huigenbos,93h,2011,1.35714285714
Weesperzijde Midden/Zuid,27b,2011,2.06818181818
Felix Meritisbuurt,02c,2011,1.33333333333
Leidsebuurt Zuidwest,07b,2011,1.33333333333
Prinses Irenebuurt,59a,2011,1.75
Bedrijventerrein Landlust,37a,2011,2.44
Westerstaatsman,14e,2011,1.25806451613
Diepenbrockbuurt,49a,2011,1.0
Gein Noordwest,97a,2011,1.05555555556
Nieuwmarkt,04e,2011,1.52631578947
Nes e.o.,00d,2011,1.25
Riekerhaven,87e,2011,1.26666666667
Anjeliersbuurt Zuid,06l,2011,1.6
G-buurt Noord,94m,2011,1.73684210526
Spaarndammerbuurt Midden,13e,2011,1.375
Calandlaan/Lelylaan,81d,2011,1.375
Delflandpleinbuurt West,87d,2011,1.38461538462
Rechte H-buurt,93g,2011,1.73913043478
De Kleine Wereld,69l,2011,1.46341463415
Terrasdorp,65c,2011,1.5641025641
De Aker West,84b,2011,1.39130434783
NDSM terrein,71f,2011,1.30434782609
Tuindorp Frankendael,55h,2011,1.52631578947
Marcanti,15d,2011,1.14285714286
Bedrijvencentrum Westerkwartier,15c,2011,1.375
E-buurt,94a,2011,2.0
Sloterdijk II,11a,2011,1.0
Gouden Bocht,03b,2011,1.33333333333
Gaasperpark,95b,2011,1.42857142857
Bedrijvengebied Zeeburgerkade,33k,2011,2.0
Zamenhofstraat e.o.,72b,2011,1.0
Bijlmermuseum Noord,94c,2011,1.93939393939
Filips van Almondekwartier,75b,2011,1.15384615385
De Wittenbuurt Zuid,14b,2011,1.0
De Eenhoorn,55b,2011,1.30769230769
Vogelbuurt Noord,61c,2011,1.6
Haarlemmerbuurt West,05c,2011,1.14285714286
KNSM-eiland,33d,2011,1.8
Lastage,04d,2011,1.16666666667
Eendrachtspark,78e,2011,1.75
Amstelkwartier West,58j,2011,1.08333333333
Markthallen,15b,2011,1.0
Scheepvaarthuisbuurt,04b,2011,1.36363636364
Kantershof,94k,2011,1.25
Weteringbuurt,07e,2011,1.34782608696
Amstel III deel C/D Noord,92c,2011,1.22222222222
Steigereiland Zuid,35b,2011,1.14285714286
Bloemgrachtbuurt,06c,2011,1.46875
Sportpark Middenmeer Zuid,56d,2011,1.25
Westelijke eilanden,05d,2011,1.35714285714
Trompbuurt,40b,2011,1.6
Leidsegracht Noord,02d,2011,1.4
Scheldebuurt Midden,52c,2011,1.39393939394
Oosterparkbuurt Zuidoost,28c,2011,1.34782608696
Osdorper Bovenpolder,80b,2011,1.38888888889
Tuindorp Amstelstation,55f,2011,1.5
Leliegracht e.o.,02b,2011,1.26923076923
Sarphatistrook,08b,2011,1.39393939394
Reguliersbuurt,03f,2011,1.0
Schinkelbuurt Noord,45a,2011,1.28947368421
Leidsebuurt Noordwest,07a,2011,1.3
De Bongerd,65d,2011,1.75
G-buurt Oost,94j,2011,1.52173913043
Van der Helstpleinbuurt,25b,2011,1.34782608696
Van Brakelkwartier,75d,2011,1.2
Buikslotermeer Noord,69m,2011,1.42857142857
Vivaldi,23e,2011,1.13333333333
Harmoniehofbuurt,47g,2011,1.52941176471
Hondecoeterbuurt,47f,2011,1.42307692308
Willibrordusbuurt,25a,2011,1.36363636364
Rijnbuurt West,54d,2011,1.0
K-buurt Zuidoost,94g,2011,1.5
Frederikspleinbuurt,07h,2011,1.4375
Rijnbuurt Oost,54b,2011,1.10526315789
Utrechtsebuurt Zuid,07g,2011,1.58333333333
Sloterdijk III Oost,11c,2011,1.0
Passeerdersgrachtbuurt,06h,2011,1.71428571429
Entrepot-Noordwest,33g,2011,1.79166666667
Java-eiland,33c,2011,1.44444444444
Valeriusbuurt West,46b,2011,1.21052631579
Bedrijvencentrum Osdorp,83b,2011,1.36363636364
Banne Noordoost,70d,2011,1.52631578947
Zuidoostkwadrant Indische buurt,32b,2011,1.2962962963
Legmeerpleinbuurt,44e,2011,1.0
Orteliusbuurt Zuid,42d,2011,1.61111111111
Borneo,33f,2011,1.25
Orteliusbuurt Midden,42c,2011,1.33333333333
Oostpoort,29c,2011,1.41176470588
K-buurt Zuidwest,94h,2011,1.66666666667
Zuiderhof,90j,2011,1.125
Spuistraat Noord,01d,2011,1.1875
Postjeskade e.o.,43b,2011,1.26315789474
Nieuwendijk Noord,01c,2011,1.32
Burgwallen Oost,00c,2011,1.17857142857
Amstelkwartier Noord,58g,2011,1.11111111111
