neighborhood_name_ams,neighborhood_id_ams,year,incident_prio
Markengouw Midden,68d,2017,2.23076923077
Postjeskade e.o.,43b,2017,3.55555555556
AMC,92f,2017,3.06976744186
Venserpolder West,93a,2017,2.95454545455
Concertgebouwbuurt,47c,2017,3.66666666667
Westelijke eilanden,05d,2017,1.2
Spuistraat Noord,01d,2017,3.1
Legmeerpleinbuurt,44e,2017,1.4
Cornelis Schuytbuurt,47d,2017,2.11111111111
Oosterpark,28b,2017,3.75
Nieuwe Kerk e.o.,01e,2017,3.21428571429
Amsterdamse Poort,93e,2017,3.37142857143
Nes e.o.,00d,2017,3.09523809524
Zuidwestkwadrant Indische buurt,31c,2017,2.0
Veluwebuurt,52g,2017,3.25
Czaar Peterbuurt,09e,2017,2.14285714286
Sarphatistrook,08b,2017,3.0
Bellamybuurt Zuid,18b,2017,3.05882352941
Banne Zuidwest,70a,2017,3.11111111111
Koningin Wilhelminaplein,87a,2017,2.25
Oosterparkbuurt Zuidoost,28c,2017,2.25
Diamantbuurt,26a,2017,1.36363636364
Da Costabuurt Noord,17a,2017,2.42307692308
Tuindorp Frankendael,55h,2017,2.91666666667
Oosterdokseiland,04a,2017,3.64285714286
Transvaalbuurt West,30a,2017,2.66666666667
Borneo,33f,2017,2.5
Buurt 6,78a,2017,1.875
Beethovenbuurt,49b,2017,3.5
Overamstel,58f,2017,3.71428571429
RAI,23b,2017,3.07407407407
Oostzanerdijk,66b,2017,3.0
Haveneiland Zuidwest/Rieteiland West,35c,2017,2.0
Bloemenbuurt Noord,60c,2017,2.18181818182
Slotermeer Zuid,77a,2017,2.33333333333
Buurt 2,76b,2017,2.66666666667
Diepenbrockbuurt,49a,2017,2.71428571429
Wildeman,81a,2017,1.33333333333
Felix Meritisbuurt,02c,2017,3.0
Minervabuurt Zuid,49f,2017,2.2
Kortvoort,94d,2017,1.06666666667
Buurt 10,79b,2017,2.0
Bosleeuw,37c,2017,2.64705882353
Noordoostkwadrant Indische buurt,32a,2017,2.17857142857
Louis Chrispijnbuurt,89a,2017,2.6
Landlust Zuid,37d,2017,1.54545454545
Middelveldsche Akerpolder,84a,2017,3.65
Haveneiland Oost,51b,2017,2.23076923077
Van Tuyllbuurt,48f,2017,1.66666666667
Zuidwestkwadrant Osdorp Noord,82c,2017,2.54545454545
Steigereiland Zuid,35b,2017,3.53846153846
Middenmeer Noord,56b,2017,3.25
Johannnes Vermeerbuurt,47a,2017,3.5625
Jacob Geelbuurt,85c,2017,3.2972972973
Langestraat e.o.,02a,2017,3.33333333333
Medisch Centrum Slotervaart,89d,2017,2.15
Reigersbos Noord,96b,2017,1.88888888889
K-buurt Zuidwest,94h,2017,1.0
Kelbergen,94e,2017,1.0
Rembrandtpleinbuurt,03e,2017,2.375
Hemelrijk,01b,2017,2.83333333333
Osdorp Midden Noord,82a,2017,1.58333333333
Delflandpleinbuurt Oost,87c,2017,3.70967741935
Nieuw Sloten Noordoost,88f,2017,2.92307692308
Buurt 5 Noord,77d,2017,2.27272727273
Buurt 3,76a,2017,1.78947368421
F-buurt,93d,2017,2.16666666667
De Klenckebuurt,91a,2017,3.0
Frans Halsbuurt,24c,2017,1.66666666667
Bijlmermuseum Noord,94c,2017,2.14285714286
Molenwijk,66f,2017,1.64285714286
Middenmeer Zuid,56c,2017,2.86666666667
Gaasperdam Noord,96d,2017,3.26666666667
Jacques Veldmanbuurt,89b,2017,1.88888888889
Zuidwestkwadrant Osdorp Zuid,82d,2017,1.66666666667
Elandsgrachtbuurt,06g,2017,2.125
Leidsebuurt Noordwest,07a,2017,3.63636363636
Anjeliersbuurt Noord,06k,2017,3.0
Tuindorp Amstelstation,55f,2017,1.75
Spaarndammerbuurt Midden,13e,2017,1.88888888889
Buitenveldert Oost Midden,91b,2017,2.4
Erasmusparkbuurt West,38c,2017,1.54545454545
Emanuel van Meterenbuurt,85b,2017,2.47368421053
Eendrachtspark,78e,2017,1.0
Osdorper Binnenpolder,79a,2017,1.0
Don Bosco,55d,2017,1.5
De Aker West,84b,2017,2.0
Overtoomse Veld Zuid,86b,2017,2.0
De Aker Oost,84c,2017,1.90909090909
Holendrecht West,96a,2017,2.15384615385
Java-eiland,33c,2017,3.5
Anjeliersbuurt Zuid,06l,2017,2.11111111111
Kalverdriehoek,01h,2017,1.77777777778
Rijnbuurt Midden,54c,2017,3.0
Zuidoostkwadrant Indische buurt,32b,2017,1.1
Overtoomse Veld Noord,86a,2017,1.625
IJselbuurt West,53a,2017,1.57142857143
Linnaeusparkbuurt,56a,2017,2.0
Erasmusparkbuurt Oost,37e,2017,2.66666666667
Gaasperdam Zuid,96e,2017,2.25
Spaarndammerbuurt Zuidoost,13c,2017,2.0
Bedrijvenpark Lutkemeer,80c,2017,2.5
Buyskade e.o.,14f,2017,1.4
Banpleinbuurt,47e,2017,3.4
IJplein e.o.,61a,2017,1.44444444444
Borgerbuurt,19b,2017,2.18181818182
Haveneiland Noord,51c,2017,2.0
Papaverweg e.o.,71c,2017,2.71428571429
Betondorp,57a,2017,1.57142857143
Kolenkitbuurt Noord,39d,2017,2.7
Laan van Spartaan,39b,2017,3.29411764706
Scheldebuurt Oost,52d,2017,2.83333333333
Willemsparkbuurt Noord,46c,2017,3.63636363636
Gein Noordwest,97a,2017,3.4
de Plantage,08d,2017,3.1875
Buitenveldert Midden Zuid,90c,2017,2.0
Orteliusbuurt Zuid,42d,2017,2.33333333333
Oosterparkbuurt Zuidwest,28d,2017,2.25
Rechte H-buurt,93g,2017,3.18181818182
Nieuw Sloten Zuidwest,88h,2017,1.5
Leidsebuurt Zuidoost,07d,2017,3.66666666667
Gein Zuidwest,97b,2017,3.0
Oostoever Sloterplas,85a,2017,2.25
Cremerbuurt West,21a,2017,2.0
Terrasdorp,65c,2017,2.09090909091
Delflandpleinbuurt West,87d,2017,2.36363636364
Vivaldi,23e,2017,2.5
BG-terrein e.o.,00e,2017,3.83333333333
Marathonbuurt West,48c,2017,1.0
Transvaalbuurt Oost,30b,2017,1.85714285714
Osdorp Midden Zuid,82b,2017,1.75
Vogeltjeswei,93j,2017,3.0
Valeriusbuurt Oost,46a,2017,2.4
Banne Noordoost,70d,2017,1.75
Buurt 5 Zuid,77f,2017,1.0
Loenermark,69c,2017,2.0
Filips van Almondekwartier,75b,2017,1.5
Frederik Hendrikbuurt Zuidwest,16c,2017,3.0
Willibrordusbuurt,25a,2017,1.33333333333
Duivelseiland,47j,2017,2.0
Scheldebuurt West,52b,2017,1.23076923077
Buurt 9,78d,2017,2.96428571429
Kop Zeedijk,00a,2017,1.75
Hoptille,93f,2017,1.33333333333
Zuidas Noord,23a,2017,3.36363636364
Rietlanden,33b,2017,2.53333333333
Vondelpark Oost,47i,2017,2.8
Johan Jongkindbuurt,86e,2017,4.09090909091
Hiltonbuurt,49c,2017,3.0
De Punt,83a,2017,3.25
Dapperbuurt Zuid,29b,2017,2.125
Staatsliedenbuurt Noordoost,14c,2017,2.0
Blauwe Zand,63a,2017,2.66666666667
Plan van Gool,69k,2017,1.33333333333
Hoofdcentrum Zuidoost,92a,2017,3.5652173913
Oude Kerk e.o.,00b,2017,3.61818181818
Groenmarktkadebuurt,06i,2017,3.0
Stationsplein e.o.,01a,2017,2.86486486486
Westerdokseiland,05a,2017,2.8125
Osdorpplein e.o.,81c,2017,2.16666666667
Amstel III deel A/B Noord,92b,2017,3.7
Museumplein,47h,2017,3.2
Balboaplein e.o.,42a,2017,2.0
Uilenburg,04f,2017,2.6
Tuindorp Oostzaan Oost,65b,2017,1.73333333333
Riekerpolder,88a,2017,2.85714285714
Van Loonbuurt,03c,2017,3.6
Nieuwendijk Noord,01c,2017,3.7323943662
Gein Zuidoost,97d,2017,1.85714285714
Geuzenhofbuurt,40a,2017,1.2
Buikslotermeer Noord,69m,2017,2.75
Bijlmermuseum Zuid,94n,2017,2.28571428571
Marcanti,15d,2017,2.33333333333
Markthallen,15b,2017,1.33333333333
Bedrijventerrein Sloterdijk I,36b,2017,3.05263157895
Wittenburg,09c,2017,2.28571428571
Vondelparkbuurt Oost,22a,2017,3.13513513514
Hoge Dijk,92g,2017,3.28
Banne Zuidoost,70b,2017,2.95454545455
Hondecoeterbuurt,47f,2017,3.57142857143
Zuidas Zuid,23d,2017,3.4347826087
E-buurt,94a,2017,1.57142857143
Vondelparkbuurt Midden,22b,2017,3.28571428571
Vogelbuurt Noord,61c,2017,1.16666666667
Rijnbuurt Oost,54b,2017,2.66666666667
VU-kwartier,23c,2017,2.3125
Weespertrekvaart,58b,2017,2.42857142857
Leidsebuurt Zuidwest,07b,2017,3.42857142857
Schellingwoude Oost,73b,2017,4.0
Julianapark,55c,2017,3.11111111111
Marnixbuurt Midden,06f,2017,4.16666666667
Frederik Hendrikbuurt Noord,16a,2017,1.55555555556
Parooldriehoek,27c,2017,2.5
Dapperbuurt Noord,29a,2017,2.45454545455
Helmersbuurt Oost,20a,2017,3.82352941176
Venserpolder Oost,93b,2017,1.5
De Wester Quartier,75c,2017,3.1
Valkenburg,04g,2017,4.15384615385
Buitenveldert West Midden,90i,2017,5.0
Nieuw Sloten Zuidoost,88i,2017,4.0
Mercatorpark,41d,2017,2.75
Bloemenbuurt Zuid,60b,2017,2.0
P.C. Hooftbuurt,47b,2017,3.57692307692
Da Costabuurt Zuid,19a,2017,1.33333333333
Oostenburg,09d,2017,2.33333333333
Amstelkwartier Zuid,58i,2017,2.66666666667
Noordoever Sloterplas,77b,2017,3.66666666667
Marnixbuurt Zuid,06j,2017,3.86666666667
Entrepot-Noordwest,33g,2017,2.25
Lizzy Ansinghbuurt,25c,2017,3.3
Waterloopleinbuurt,04i,2017,2.53846153846
Spaarndammerbuurt Zuidwest,13d,2017,2.8
Van der Pekbuurt,60a,2017,2.85294117647
Rapenburg,04c,2017,3.0
Zeeburgerdijk Oost,32c,2017,2.66666666667
Sloterdijk III West,11d,2017,3.16666666667
Andreasterrein,87b,2017,3.0
Gelderlandpleinbuurt,90a,2017,1.0
WG-terrein,20b,2017,2.625
Westlandgrachtbuurt,44b,2017,2.75
Rembrandtpark Noord,86c,2017,4.0
Burgwallen Oost,00c,2017,2.83333333333
Sarphatiparkbuurt,24e,2017,1.58333333333
G-buurt Noord,94m,2017,1.66666666667
Orteliusbuurt Midden,42c,2017,1.0
Kantershof,94k,2017,1.81818181818
Robert Scottbuurt West,39a,2017,1.5
Hercules Seghersbuurt,24d,2017,2.33333333333
Vogelbuurt Zuid,61b,2017,2.7
Sporenburg,33e,2017,3.66666666667
Rijnbuurt West,54d,2017,2.0
Buurt 8,78c,2017,3.45454545455
Westhaven Zuid,10h,2017,3.18181818182
Teleport,11f,2017,3.05714285714
Frederik Hendrikbuurt Zuidoost,16b,2017,1.75
Cornelis Douwesterrein,71e,2017,4.06666666667
Begijnhofbuurt,01g,2017,3.14814814815
Meer en Oever,81b,2017,1.0
Zeeheldenbuurt,13a,2017,3.5
Planciusbuurt Noord,05f,2017,2.0
Hemonybuurt,24a,2017,1.83333333333
Ookmeer,80a,2017,3.33333333333
Oostpoort,29c,2017,3.0
Park de Meer,56f,2017,1.66666666667
L-buurt,95a,2017,2.4375
Spiegelbuurt,03a,2017,3.2
Staalmanbuurt,89c,2017,1.81818181818
De Wittenbuurt Noord,14a,2017,4.0
Van der Kunbuurt,55i,2017,3.0
Nieuwmarkt,04e,2017,3.33333333333
Overhoeks,71h,2017,2.125
Belgiëplein e.o.,88g,2017,2.0
Landlust Noord,37g,2017,1.83333333333
Gerard Doubuurt,24b,2017,2.13333333333
Spuistraat Zuid,01f,2017,1.75
Buitenveldert Zuidoost,91c,2017,2.4358974359
Fannius Scholtenbuurt,14d,2017,2.4
Leliegracht e.o.,02b,2017,2.25
Steigereiland Noord,35a,2017,4.0
Buurt 4 Oost,77c,2017,1.71428571429
Afrikahaven,10g,2017,3.5
Gibraltarbuurt,37f,2017,2.63636363636
Flevopark,32d,2017,4.0
Gaasperpark,95b,2017,2.5
Schinkelbuurt Noord,45a,2017,2.5
Oostelijke Handelskade,33a,2017,3.36363636364
Buitenveldert Zuidwest,90d,2017,1.54545454545
RI Oost terrein,34f,2017,5.0
Haarlemmerbuurt West,05c,2017,2.2
Driehoekbuurt,06a,2017,1.8
Gein Noordoost,97c,2017,3.0
Amerikahaven,10f,2017,3.175
Utrechtsebuurt Zuid,07g,2017,2.0
Sportpark Middenmeer Zuid,56d,2017,1.75
Weesperbuurt,08a,2017,2.33333333333
Scheldebuurt Midden,52c,2017,1.0
Schinkelbuurt Zuid,45b,2017,2.41666666667
Minervabuurt Noord,49d,2017,3.5
Marathonbuurt Oost,48b,2017,1.85714285714
Leidsebuurt Noordoost,07c,2017,2.66666666667
Cremerbuurt Oost,20c,2017,1.2
Paramariboplein e.o.,43a,2017,1.07692307692
G-buurt Oost,94j,2017,1.85714285714
Den Texbuurt,07f,2017,2.66666666667
Tuindorp Oostzaan West,65a,2017,2.0
Spaarndammerbuurt Noordoost,13b,2017,1.66666666667
Elzenhagen Noord,74c,2017,3.0
IJselbuurt Oost,53b,2017,1.2
Noorderstrook West,73i,2017,1.0
Noorderstrook Oost,73j,2017,3.0
Bertelmanpleinbuurt,48a,2017,1.5
Kazernebuurt,09h,2017,3.33333333333
Vondelparkbuurt West,21b,2017,3.875
Bedrijventerrein Hamerstraat,72a,2017,4.0
Kortenaerkwartier,75a,2017,2.8
Haveneiland Noordwest,35e,2017,2.33333333333
Werengouw Midden,68c,2017,1.76470588235
Aalsmeerwegbuurt West,44c,2017,2.8
Robert Scottbuurt Oost,38d,2017,2.25
Hakfort/Huigenbos,93h,2017,2.2
Amstelglorie,58e,2017,3.5
Riekerhaven,87e,2017,2.2
K-buurt Midden,94f,2017,1.0
De Omval,58h,2017,4.0
G-buurt West,94b,2017,2.5
D-buurt,93c,2017,4.0
Osdorp Zuidoost,81e,2017,1.92307692308
Bloemgrachtbuurt,06c,2017,1.75
Wielingenbuurt,52a,2017,1.66666666667
Dorp Driemond,98a,2017,4.4
Noordwestkwadrant Indische buurt Zuid,31b,2017,1.88235294118
Burgemeester Tellegenbuurt West,26c,2017,1.5
Westerstaatsman,14e,2017,1.14285714286
Walvisbuurt,66c,2017,3.6
De Kleine Wereld,69l,2017,1.14285714286
Jan Maijenbuurt,41b,2017,1.5
Sloterpark,77e,2017,3.0
Alexanderplein e.o.,08e,2017,2.0
Prinses Irenebuurt,59a,2017,2.33333333333
Westhaven Noord,10d,2017,2.55555555556
NDSM terrein,71f,2017,2.58333333333
Amstelveldbuurt,03d,2017,1.75
Amsterdamse Bos,90e,2017,2.25
De Wetbuurt,55g,2017,3.2
Coenhaven/Mercuriushaven,10a,2017,3.61538461538
Rembrandtpark Zuid,86d,2017,1.0
Buiksloterham,71g,2017,2.0
Lootsbuurt,19c,2017,1.4
Columbusplein e.o.,42b,2017,2.71428571429
Noordwestkwadrant Indische buurt Noord,31a,2017,1.41666666667
Amstel III deel C/D Noord,92c,2017,3.83333333333
Bedrijvencentrum Westerkwartier,15c,2017,3.5
Kadoelen,67a,2017,1.0
Leidsegracht Noord,02d,2017,2.75
Reguliersbuurt,03f,2017,2.4
Ransdorp,73f,2017,3.0
Amstelkwartier Noord,58g,2017,5.0
Cornelis Troostbuurt,25d,2017,2.9
Reigersbos Midden,96f,2017,1.0
Reigersbos Zuid,96g,2017,3.5
Gouden Bocht,03b,2017,2.71428571429
De Heining,11e,2017,5.0
Weesperzijde Midden/Zuid,27b,2017,2.16666666667
Haveneiland Noordoost,35f,2017,2.33333333333
Zuiderkerkbuurt,04h,2017,1.33333333333
Kadijken,09i,2017,2.71428571429
De Eenhoorn,55b,2017,2.91666666667
Frederikspleinbuurt,07h,2017,3.0
Twiske West,66d,2017,2.0
Amstel III deel C/D Zuid,92e,2017,3.25
Bedrijvencentrum Osdorp,83b,2017,4.0
Scheepvaarthuisbuurt,04b,2017,2.33333333333
Buurt 7,78b,2017,4.0
Nieuwe Oosterbegraafplaats,57b,2017,3.5
Markengouw Zuid,68e,2017,1.25
Orteliusbuurt Noord,41c,2017,1.0
Haarlemmerbuurt Oost,05b,2017,2.22222222222
Houthavens Oost,12b,2017,1.5
Twiske Oost,67b,2017,2.0
Banne Noordwest,70c,2017,1.0
Sloterweg e.o.,88d,2017,1.0
Landelijk gebied Driemond,98b,2017,2.0
John Franklinbuurt,41a,2017,1.75
Bedrijventerrein Landlust,37a,2017,2.33333333333
Amstel III deel A/B Zuid,92d,2017,3.625
Lastage,04d,2017,2.0
Burgemeester Tellegenbuurt Oost,26b,2017,2.54545454545
Oosterparkbuurt Noordwest,28a,2017,2.875
Van der Helstpleinbuurt,25b,2017,1.33333333333
Surinamepleinbuurt,44a,2017,2.2
Valeriusbuurt West,46b,2017,1.0
Buikslotermeerplein,69j,2017,2.5
Tuindorp Nieuwendam West,62a,2017,1.0
Science Park Noord,56h,2017,3.33333333333
Zorgvlied,54e,2017,1.0
Tuindorp Nieuwendam Oost,62b,2017,1.0
Aalsmeerwegbuurt Oost,44d,2017,2.33333333333
Kop Zuidas,52h,2017,4.5
Pieter van der Doesbuurt,40c,2017,1.0
Swammerdambuurt,27a,2017,1.5
Huntum,93i,2017,4.0
Westergasfabriek,13g,2017,1.75
Spaarndammerbuurt Noordwest,13f,2017,1.6
Kromme Mijdrechtbuurt,54a,2017,2.5
Werengouw Zuid,68f,2017,1.0
Rode Kruisbuurt,69a,2017,3.0
Schellingwoude West,73a,2017,5.0
Olympisch Stadion e.o.,48d,2017,2.66666666667
Holysloot,73g,2017,5.0
Calandlaan/Lelylaan,81d,2017,2.5
Circus/Kermisbuurt,66g,2017,1.0
Van Brakelkwartier,75d,2017,4.0
Frankendael,55e,2017,1.0
Bretten West,11j,2017,1.0
Osdorper Bovenpolder,80b,2017,2.66666666667
Bedrijvengebied Cruquiusweg,33j,2017,5.0
Weteringbuurt,07e,2017,2.8
Zunderdorp,73h,2017,1.0
Petroleumhaven,10c,2017,3.0
Architectenbuurt,33h,2017,1.5
KNSM-eiland,33d,2017,3.5
Leidsegracht Zuid,03g,2017,3.25
Trompbuurt,40b,2017,2.0
Lucas/Andreasziekenhuis e.o.,86f,2017,3.0
Passeerdersgrachtbuurt,06h,2017,1.0
Nieuwe Diep/Diemerpark,34e,2017,2.5
Kattenburg,09b,2017,2.5
Harmoniehofbuurt,47g,2017,1.5
Nelson Mandelapark,93k,2017,1.0
Bellamybuurt Noord,18a,2017,1.0
Amstelpark,91d,2017,3.0
Grunder/Koningshoef,94i,2017,5.0
Woon- en Groengebied Sloterdijk,36a,2017,1.0
K-buurt Zuidoost,94g,2017,1.0
Elzenhagen Zuid,74b,2017,3.0
Nieuwe Meer,88c,2017,3.0
Kolenkitbuurt Zuid,39c,2017,3.25
Zeeburgereiland Zuidoost,34c,2017,1.0
Science Park Zuid,56i,2017,5.0
Marnixbuurt Noord,06d,2017,1.0
Sloterdijk III Oost,11c,2017,3.5
Alfa-driehoek,10b,2017,5.0
IJsbaanpad e.o.,48e,2017,3.0
Minervabuurt Midden,49e,2017,1.0
Sloterdijk II,11a,2017,1.0
Beatrixpark,59b,2017,2.0
Marine-Etablissement,09a,2017,1.0
Nieuw Sloten Noordwest,88e,2017,1.0
Zeeburgereiland Zuidwest,34d,2017,2.6
Zamenhofstraat e.o.,72b,2017,4.0
De Wittenbuurt Zuid,14b,2017,1.0
Durgerdam,73d,2017,5.0
Holendrecht Oost,96c,2017,2.0
Java-eiland,33c,2005,1.375
Molenwijk,66f,2005,2.57142857143
Terrasdorp,65c,2005,1.94285714286
Buikslotermeerplein,69j,2005,1.78571428571
Dorp Sloten,88j,2005,1.25
Bedrijventerrein Schinkel,44f,2005,1.25
Vondelparkbuurt West,21b,2005,1.8
Orteliusbuurt Zuid,42d,2005,1.81818181818
Buitenveldert Zuidwest,90d,2005,1.93103448276
Felix Meritisbuurt,02c,2005,1.90322580645
Kortenaerkwartier,75a,2005,1.57142857143
Sarphatistrook,08b,2005,1.63636363636
Banne Zuidwest,70a,2005,1.92105263158
De Kleine Wereld,69l,2005,1.96551724138
Buurt 9,78d,2005,1.89473684211
Prinses Irenebuurt,59a,2005,1.7
Dapperbuurt Noord,29a,2005,1.90243902439
Begijnhofbuurt,01g,2005,1.42307692308
Frankendael,55e,2005,1.5
Cremerbuurt West,21a,2005,1.57142857143
IJselbuurt Oost,53b,2005,1.83333333333
Betondorp,57a,2005,1.9
Jacob Geelbuurt,85c,2005,1.78260869565
Van der Kunbuurt,55i,2005,1.5
Kortvoort,94d,2005,2.14285714286
Buitenveldert Zuidoost,91c,2005,1.90476190476
Bosleeuw,37c,2005,1.671875
Erasmusparkbuurt West,38c,2005,1.72727272727
Buurt 8,78c,2005,1.43333333333
Rijnbuurt Oost,54b,2005,1.78571428571
Transvaalbuurt Oost,30b,2005,1.95833333333
Burgemeester Tellegenbuurt Oost,26b,2005,1.47619047619
Paramariboplein e.o.,43a,2005,1.70588235294
De Aker Oost,84c,2005,1.38461538462
Circus/Kermisbuurt,66g,2005,2.11111111111
Noordwestkwadrant Indische buurt Zuid,31b,2005,2.25
Zuidwestkwadrant Indische buurt,31c,2005,1.92857142857
Julianapark,55c,2005,1.75
Rijnbuurt Midden,54c,2005,1.71428571429
Staalmanbuurt,89c,2005,1.66666666667
Venserpolder Oost,93b,2005,1.93103448276
Weesperzijde Midden/Zuid,27b,2005,1.65
Overtoomse Veld Noord,86a,2005,1.82352941176
Overtoomse Veld Zuid,86b,2005,1.77142857143
Ransdorp,73f,2005,1.63636363636
Holendrecht Oost,96c,2005,1.55555555556
De Punt,83a,2005,1.86206896552
Transvaalbuurt West,30a,2005,1.64705882353
Fannius Scholtenbuurt,14d,2005,1.96428571429
Spaarndammerbuurt Noordoost,13b,2005,1.81818181818
Gein Zuidwest,97b,2005,1.6
Gein Zuidoost,97d,2005,1.86363636364
Gerard Doubuurt,24b,2005,1.95238095238
Landlust Noord,37g,2005,1.60869565217
De Aker West,84b,2005,2.0625
Haarlemmerbuurt West,05c,2005,1.61111111111
Rietlanden,33b,2005,1.75
IJselbuurt West,53a,2005,1.63636363636
Buurt 5 Zuid,77f,2005,1.66666666667
Rechte H-buurt,93g,2005,2.53191489362
Bedrijventerrein Sloterdijk I,36b,2005,1.22222222222
Gein Noordoost,97c,2005,1.6
E-buurt,94a,2005,2.48051948052
Buurt 10,79b,2005,1.71428571429
Reigersbos Zuid,96g,2005,2.125
Vogeltjeswei,93j,2005,1.0
Da Costabuurt Noord,17a,2005,1.48888888889
Van der Helstpleinbuurt,25b,2005,1.83673469388
Gaasperdam Noord,96d,2005,1.44
Middenmeer Zuid,56c,2005,1.82608695652
Frans Halsbuurt,24c,2005,1.81818181818
Gibraltarbuurt,37f,2005,1.6
Gaasperdam Zuid,96e,2005,2.0
Amsterdamse Poort,93e,2005,1.975
Vogelbuurt Noord,61c,2005,1.86666666667
Nieuw Sloten Noordwest,88e,2005,1.6875
Middelveldsche Akerpolder,84a,2005,1.65517241379
Kolenkitbuurt Zuid,39c,2005,1.35294117647
Middenmeer Noord,56b,2005,1.95
Robert Scottbuurt West,39a,2005,1.5
Sporenburg,33e,2005,1.91666666667
Landlust Zuid,37d,2005,1.92857142857
Zuidoostkwadrant Indische buurt,32b,2005,1.66666666667
Kelbergen,94e,2005,1.4
G-buurt West,94b,2005,2.33802816901
Banne Noordoost,70d,2005,1.63636363636
Marathonbuurt Oost,48b,2005,2.1875
Elandsgrachtbuurt,06g,2005,1.78260869565
Rode Kruisbuurt,69a,2005,2.72727272727
Noordoostkwadrant Indische buurt,32a,2005,1.7
Gelderlandpleinbuurt,90a,2005,1.86363636364
Driehoekbuurt,06a,2005,2.13333333333
Zuidwestkwadrant Osdorp Noord,82c,2005,1.92857142857
Hondecoeterbuurt,47f,2005,1.47619047619
Osdorpplein e.o.,81c,2005,1.64102564103
Zuiderkerkbuurt,04h,2005,1.88888888889
Dapperbuurt Zuid,29b,2005,1.66666666667
Noordwestkwadrant Indische buurt Noord,31a,2005,1.90909090909
Oostenburg,09d,2005,1.66666666667
Amstel III deel A/B Zuid,92d,2005,1.5
Westerstaatsman,14e,2005,1.73076923077
Nieuwe Meer,88c,2005,1.40909090909
Columbusplein e.o.,42b,2005,1.6
Banne Noordwest,70c,2005,1.6
Robert Scottbuurt Oost,38d,2005,1.71428571429
Bloemgrachtbuurt,06c,2005,1.72727272727
Leidsegracht Zuid,03g,2005,1.86666666667
Bijlmermuseum Zuid,94n,2005,2.70512820513
Czaar Peterbuurt,09e,2005,1.75
Osdorp Midden Noord,82a,2005,1.81481481481
De Bongerd,65d,2005,1.5
Buitenveldert Midden Zuid,90c,2005,1.88
Bellamybuurt Zuid,18b,2005,1.45454545455
KNSM-eiland,33d,2005,2.2
Zunderdorp,73h,2005,2.0
Scheepvaarthuisbuurt,04b,2005,1.66666666667
Marathonbuurt West,48c,2005,1.73684210526
Westelijke eilanden,05d,2005,1.4
Werengouw Zuid,68f,2005,1.5
Vondelparkbuurt Midden,22b,2005,1.8
Entrepot-Noordwest,33g,2005,2.15789473684
Oosterparkbuurt Zuidoost,28c,2005,2.16666666667
Amstelkwartier Zuid,58i,2005,1.3
Markengouw Zuid,68e,2005,2.14285714286
Buurt 6,78a,2005,1.61904761905
Nelson Mandelapark,93k,2005,2.59459459459
Holendrecht West,96a,2005,1.57142857143
De Eenhoorn,55b,2005,1.88888888889
Bijlmermuseum Noord,94c,2005,2.6875
K-buurt Midden,94f,2005,2.93333333333
P.C. Hooftbuurt,47b,2005,1.72222222222
Sarphatiparkbuurt,24e,2005,1.97368421053
Tuindorp Nieuwendam Oost,62b,2005,1.88888888889
Petroleumhaven,10c,2005,1.55555555556
Tuindorp Oostzaan Oost,65b,2005,1.56666666667
Wildeman,81a,2005,1.95081967213
Nieuw Sloten Zuidwest,88h,2005,1.66666666667
Cremerbuurt Oost,20c,2005,1.89473684211
Werengouw Midden,68c,2005,1.98
Diepenbrockbuurt,49a,2005,2.1
Loenermark,69c,2005,2.1
K-buurt Zuidoost,94g,2005,2.0
Leidsebuurt Noordoost,07c,2005,1.7
Banpleinbuurt,47e,2005,1.875
Buyskade e.o.,14f,2005,1.71428571429
De Wetbuurt,55g,2005,1.75
Amstel III deel A/B Noord,92b,2005,1.30434782609
Scheldebuurt Oost,52d,2005,1.75
Oosterparkbuurt Noordwest,28a,2005,1.92105263158
Westhaven Noord,10d,2005,1.04545454545
Osdorp Zuidoost,81e,2005,1.76923076923
Van der Pekbuurt,60a,2005,1.49152542373
Lastage,04d,2005,2.05555555556
Belgiëplein e.o.,88g,2005,2.2
Vogelbuurt Zuid,61b,2005,1.53846153846
Koningin Wilhelminaplein,87a,2005,1.84615384615
Minervabuurt Midden,49e,2005,2.0
Markengouw Midden,68d,2005,2.02380952381
BG-terrein e.o.,00e,2005,1.45
Trompbuurt,40b,2005,1.52631578947
Burgwallen Oost,00c,2005,1.65517241379
Hoofdcentrum Zuidoost,92a,2005,1.33333333333
Blauwe Zand,63a,2005,1.53333333333
Gein Noordwest,97a,2005,1.89473684211
Wielingenbuurt,52a,2005,2.23076923077
Nieuw Sloten Zuidoost,88i,2005,1.58823529412
Kolenkitbuurt Noord,39d,2005,2.16129032258
Westlandgrachtbuurt,44b,2005,1.54545454545
Buurt 3,76a,2005,1.6976744186
Leliegracht e.o.,02b,2005,1.73684210526
Van Brakelkwartier,75d,2005,2.0
Hakfort/Huigenbos,93h,2005,2.43548387097
Bedrijvengebied Veelaan,33i,2005,2.0
Burgemeester Tellegenbuurt West,26c,2005,1.4375
Kalverdriehoek,01h,2005,1.4
Da Costabuurt Zuid,19a,2005,2.0
Venserpolder West,93a,2005,1.86111111111
Haveneiland Noordwest,35e,2005,3.0
Slotermeer Zuid,77a,2005,1.77419354839
Buitenveldert Oost Midden,91b,2005,2.03703703704
